"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"KKB","KT PORTFÖY EKAS KATILIM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4156","3,3978","16,9352","0,3756","-","-","-"
"KMA","KT PORTFÖY KMA KATILIM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KMS","KT PORTFÖY MİSS KATILIM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"KNS","KT PORTFÖY NKS KATILIM SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","2,0308","4,6500","-","0,1758","-","-","-"
"MSH","MAQASİD PORTFÖY İKİNCİ  KATILIM SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"MMA","MAQASİD PYŞ ALTIN KATILIM FONU","Kıymetli Madenler Şemsiye Fonu","-","-","-","-","-","-","-"
"MSB","MAQASİD PYŞ BİRİNCİ KATILIM SERBEST(DÖVİZ)FON","Serbest Şemsiye Fonu","-","-","-","-","-","0,0000","-"
"MVK","MAQASİD PYŞ KISA VADELİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","0,0000","-"
"NHP","NEO PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,0956","16,9956","36,4818","-0,4052","-","-","-"
"NHY","NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","5,5435","44,5028","-","-0,4381","-","-","-"
"NVB","NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","1,9590","5,8613","-","0,1908","-","-","-"
"NVZ","NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"NTF","NEO PORTFÖY TEK SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"NVT","NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","1,9151","5,6258","-","0,1809","-","-","-"
"NVC","NEO PORTFÖY VENTO SERBEST FON","Serbest Şemsiye Fonu","9,1360","-","-","-2,2651","-","-","-"
"NHV","NUROL PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","2,8225","-","-","0,2722","-","-","-"
"NYH","NUROL PORTFÖY İAU SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,7036","6,0679","19,0766","0,3872","-","-","-"
"NVP","NUROL PORTFÖY İKİNCİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","1,8844","-","-","-"
"NSS","NUROL PORTFÖY SONENBERG SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,1484","-","-","-"
"NTO","NUROL PORTFÖY TRADA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4475","4,8910","-","0,3274","-","-","-"
"OIL","OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","8,6562","54,3169","-","-0,3548","-","-","-"
"OLE","OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,0790","9,5565","18,5372","0,2821","-","-","-"
"OIR","OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,1208","22,6204","-","0,2066","-","-","-"
"OLA","OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON","Serbest Şemsiye Fonu","1,2722","15,5792","20,7315","-0,1696","-","-","-"
"OUB","OSMANLI PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,3061","12,5101","30,2711","0,4779","-","-","-"
"OBI","OYAK PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","-0,9079","-","-","-0,9838","-","-","-"
"OFI","OYAK PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-0,9968","11,6582","-","0,4067","-","-","-"
"OKF","OYAK PORTFÖY KAR PAYI ÖDEYEN BİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","2,0399","6,1711","12,4125","0,2012","-","-","-"
"OHK","OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"PHS","PERFORM PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PTC","PERFORM PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,6724","5,4555","21,5510","0,3070","-","-","-"
"PCN","PERFORM PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ)  FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"PPS","PHİLLİP PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","1,4916","6,1457","9,4894","0,4660","-","-","-"
"OUY","QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,2240","6,0484","13,3746","-0,2032","-","-","-"
"OZC","QİNVEST PORTFÖY BİRİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","5,3486","87,6713","130,2299","-11,9234","-","-","-"
"OIS","QİNVEST PORTFÖY İKİNCİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,5650","-","-","-0,0724","-","-","-"
"OMB","QİNVEST PORTFÖY MAB SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"OCN","QNB FINANS PORTFÖY SEFA SERBEST (DÖVIZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6502","1,9022","15,0286","0,1506","-","-","-"
"OAB","QNB FİNANS PORTFÖY AYDOĞAN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3394","11,4183","-","0,7127","-","-","-"
"FP1","QNB FİNANS PORTFÖY BEREKET SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"FFF","QNB FİNANS PORTFÖY BERİL SERBEST(DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,8633","-","-","1,0059","-","-","-"
"OVT","QNB FİNANS PORTFÖY DCD SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","5,4002","12,8245","29,3216","1,3123","-","-","-"
"OCT","QNB FİNANS PORTFÖY DENİZ YILDIZI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,8431","9,8173","24,8808","0,9135","-","-","-"
"OVD","QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-3,5100","-3,2740","4,5502","-1,8942","-","-","-"
"OVR","QNB FİNANS PORTFÖY FAGİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,9159","6,2826","-","0,2889","-","-","-"
"OGV","QNB FİNANS PORTFÖY HUNA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,3486","8,1737","21,6594","0,2453","-","-","-"
"FHZ","QNB FİNANS PORTFÖY HUZUR SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-0,4434","-","-","-"
"OFO","QNB FİNANS PORTFÖY JKDK SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,2428","12,0023","-","0,0232","-","-","-"
"OAC","QNB FİNANS PORTFÖY ONBEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,3118","-","-","-"
"OTS","QNB FİNANS PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,6284","5,3725","20,9295","0,1818","-","-","-"
"FSE","QNB FİNANS PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,3343","-","-","0,3179","-","-","-"
"OAV","QNB FİNANS PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FONU","Serbest Şemsiye Fonu","0,2343","5,5019","21,5484","0,2326","-","-","-"
"OJN","QNB FİNANS PORTFÖY ONUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,6025","3,3119","18,3837","0,1536","-","-","-"
"OFH","QNB FİNANS PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,3133","4,5745","-","0,1726","-","-","-"
"OMC","QNB FİNANS PORTFÖY ORKİDE SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6365","7,4736","22,3093","0,5360","-","-","-"
"OCM","QNB FİNANS PORTFÖY SM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4389","9,5676","-","0,8683","-","-","-"
"OTZ","QNB FİNANS PORTFÖY TANER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,9092","-","-","0,6890","-","-","-"
"OTE","QNB FİNANS PORTFÖY TAYMER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6673","7,9074","-","0,2236","-","-","-"
"RJG","RE-PIE PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"RTH","RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"RTP","RE-PIE PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,7130","38,5535","68,9084","0,4505","-","-","-"
"RPG","ROTA PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","2,5904","6,2404","7,7791","1,4795","-","-","-"
"RPS","ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,5343","4,3738","20,8978","0,2609","-","-","-"
"RCL","ROTA PORTFÖY CELO SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6166","-","-","0,1340","-","-","-"
"RCS","ROTA PORTFÖY CS SERBEST ÖZEL FON","Serbest Şemsiye Fonu","4,7679","47,6954","-","0,7862","-","-","-"
"RPE","ROTA PORTFÖY EGE SERBEST ÖZEL FON","Serbest Şemsiye Fonu","11,5162","49,2825","125,1946","1,9414","-","-","-"
"RPO","ROTA PORTFÖY FORTİS SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","9,6740","52,6981","107,6486","0,5686","-","-","-"
"RHS","ROTA PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","12,9694","63,2955","-","0,9312","-","-","-"
"RPT","ROTA PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","2,1478","6,2696","13,2714","0,2208","-","-","-"
"RPC","ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,9451","17,1693","-","1,1261","-","-","-"
"RPM","ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","0,4180","22,2603","33,9523","-0,5679","-","-","-"
"RPN","ROTA PORTFÖY NEV SERBEST FON","Serbest Şemsiye Fonu","10,3401","57,0342","102,7132","0,5775","-","-","-"
"ROD","ROTA PORTFÖY ODEABANK BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,0763","-","-","0,1522","-","-","-"
"RPP","ROTA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,8401","5,4412","11,1941","0,1739","-","-","-"
"PRZ","ROTA PORTFÖY POYRAZ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","11,2115","48,4665","-","1,4230","-","-","-"
"RZR","ROTA PORTFÖY RZR SERBEST ÖZEL FON","Serbest Şemsiye Fonu","9,3084","-","-","0,9630","-","-","-"
"RPK","ROTA PORTFÖY TGK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,2207","7,1232","-","0,3379","-","-","-"
"RPX","ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,4326","5,2767","-","0,4387","-","-","-"
"SFA","STATECH PORTFÖY ALPHA SERBEST FON","Serbest Şemsiye Fonu","5,5204","20,1321","-","0,0000","-","-","-"
"SVB","STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,3635","45,8888","104,4699","0,7623","-","-","-"
"SBI","STRATEJİ PORTFÖY BİRİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","18,6820","-","-","2,3602","-","-","-"
"FPR","STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,9245","71,3268","128,7395","-2,1279","-","219,1081","-"
"TGV","TACİRLER PORTFÖY KG SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-11,8857","-6,3028","189,3983","-6,2581","-","-","-"
"TGZ","TACİRLER PORTFÖY SPİCA SERBEST (TL) FON","Serbest Şemsiye Fonu","3,3617","11,0057","-","1,0119","-","-","-"
"TJT","TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","0,9631","12,5540","21,2468","-0,3143","-","-","-"
"TCG","TEB PORTFÖY CEMAY SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6892","5,0191","-","0,4188","-","-","-"
"TB9","TEB PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,1228","-","-","-"
"TTZ","TEB PORTFÖY EGE SERBEST ÖZEL FON","Serbest Şemsiye Fonu","5,6645","35,1118","-","1,9503","-","-","-"
"GMC","TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","0,0000","0,0000","0,0000","0,0000","-","-","-"
"MTX","TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","-4,7151","3,9010","13,8042","1,4540","-","-","-"
"TBE","TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-1,0214","-","-","-0,1400","-","-","-"
"TBZ","TEB PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,7215","2,1920","-","0,1664","-","-","-"
"TGX","TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","-3,9672","10,0645","-","0,1973","-","-","-"
"TP1","TEB PORTFÖY UYUM SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,3410","-","-","-"
"TLT","TEB PORTFÖY YAHŞİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,4925","10,3660","24,2163","0,5638","-","-","-"
"TIT","TEB PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,4070","4,2862","20,7241","0,2306","-","-","-"
"TMV","TERA PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","1,5584","8,8455","9,6109","0,8078","-","-","-"
"UP1","ÜNLÜ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-","-","-","2,4360","-","-","-"
"UAB","ÜNLÜ PORTFÖY BONCUK SERBEST ÖZEL FON","Serbest Şemsiye Fonu","1,2554","9,5561","21,9309","-0,0274","-","-","-"
"UYH","ÜNLÜ PORTFÖY DOKUZUNCU SERBEST (TL) FON","Serbest Şemsiye Fonu","0,9582","14,4748","-","-0,9168","-","-","-"
"UZY","ÜNLÜ PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","2,3979","9,4014","19,4890","1,0616","-","-","-"
"ULH","ÜNLÜ PORTFÖY ONUNCU SERBEST FON","Serbest Şemsiye Fonu","-6,2795","-61,6141","-54,7802","1,4105","-","-","-"
"ULL","ÜNLÜ PORTFÖY SEKİZİNCİ  SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,6610","8,5825","24,5070","0,6416","-","-","-"
"YPD","YAPI KREDİ PORTFÖY ALARA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,5053","10,8683","-","0,3671","-","-","-"
"YIV","YAPI KREDİ PORTFÖY ALLİANZ DEĞİŞKEN ÖZEL FON","Değişken Şemsiye Fonu","0,5969","2,3568","9,3149","0,7038","-","-","-"
"YUY","YAPI KREDİ PORTFÖY ALLİANZ KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","0,0809","0,1291","-","0,2026","-","-","-"
"YPE","YAPI KREDİ PORTFÖY ALTERNATİF YATIRIM FON SEPETİ SERBEST ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"YCP","YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","13,4278","45,1767","134,7783","-0,6943","-","-","-"
"YVS","YAPI KREDİ PORTFÖY BEYOĞLU SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3114","12,2436","-","0,7322","-","-","-"
"YLE","YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","13,1434","53,0755","114,3106","1,0972","-","-","-"
"YUD","YAPI KREDİ PORTFÖY BODRUM SERBEST [DÖVİZ] ÖZEL FON","Serbest Şemsiye Fonu","3,5366","11,8160","23,2092","0,7441","-","-","-"
"YNL","YAPI KREDİ PORTFÖY CADDEBOSTAN SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,8578","3,3013","-","0,1838","-","-","-"
"YTJ","YAPI KREDİ PORTFÖY DUDULLU SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,0727","12,0593","25,5144","0,6560","-","-","-"
"YLO","YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON","Değişken Şemsiye Fonu","-0,7179","10,8426","29,0571","1,1636","-","-","-"
"YGM","YAPI KREDİ PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","-3,7233","-2,5549","4,5692","-1,8259","-","-","-"
"YVF","YAPI KREDİ PORTFÖY ETİLER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,2981","9,7268","24,3293","0,7744","-","-","-"
"YP4","YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","-","-","-","0,1298","-","-","-"
"YZC","YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-4,9180","-9,1503","3,4902","4,4186","-","-","-"
"YVD","YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,6308","4,7093","9,9167","0,1501","-","-","-"
"YPC","YAPI KREDİ PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","2,2336","20,4645","-","-0,4943","-","-","-"
"YUN","YAPI KREDİ PORTFÖY İSTİNYE SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,4934","3,4562","-","0,0000","-","-","-"
"YUB","YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","12,9852","64,8323","-","0,1623","-","-","-"
"YCG","YAPI KREDİ PORTFÖY KARŞIYAKA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,3981","5,2415","18,3952","0,1765","-","-","-"
"YTR","YAPI KREDİ PORTFÖY LARA SERBEST (DÖVİZ-AVRO) ÖZEL FON","Serbest Şemsiye Fonu","0,9559","18,3634","-","0,0884","-","-","-"
"YVO","YAPI KREDİ PORTFÖY NİLÜFER SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,6399","10,2085","-","0,4476","-","-","-"
"YQA","YAPI KREDİ PORTFÖY ODEABANK ALTINCI SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,1180","6,5280","22,1387","0,0000","-","-","-"
"YCH","YAPI KREDİ PORTFÖY ODEABANK AYRICALIKLI VE ÖZEL BANKACILIK FON SEPETİ ÖZEL FONU","Fon Sepeti Şemsiye Fonu","-","-","-","-","-","-","-"
"YYO","YAPI KREDİ PORTFÖY ODEABANK BEŞİNCİ SERBEST ( DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,7911","2,7410","17,1647","0,0000","-","-","-"
"YON","YAPI KREDİ PORTFÖY ORTAKÖY SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","0,5516","2,4591","16,9912","0,0000","-","-","-"
"YPT","YAPI KREDİ PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"YZM","YAPI KREDİ PORTFÖY PY BEYLERBEYİ SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","1,1658","-","-","0,0481","-","-","-"
"YZL","YAPI KREDİ PORTFÖY PY ÇAMLICA SERBEST ÖZEL FON","Serbest Şemsiye Fonu","8,6842","-","-","0,5792","-","-","-"
"YP1","YAPI KREDİ PORTFÖY PY GÜMÜŞSUYU SERBEST (DÖVIZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,0886","-","-","-"
"PYS","YAPI KREDİ PORTFÖY PY HARBİYE SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"YUI","YAPI KREDİ PORTFÖY PY KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON","Serbest Şemsiye Fonu","1,6580","7,7238","-","0,1993","-","-","-"
"YP2","YAPI KREDİ PORTFÖY PY PERA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","2,2071","-","-","0,0728","-","-","-"
"YP3","YAPI KREDİ PORTFÖY PY ULUS SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,6213","-","-","-"
"YVG","YAPI KREDİ PORTFÖY SARIYER SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","0,8129","13,2956","22,3489","-0,2828","-","-","-"
"ZP9","ZİRAAT PORTFÖY AKİK KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","-","-","-","-0,4261","-","-","-"
"ZCD","ZİRAAT PORTFÖY ALTINCI SERBEST (TL) FON","Serbest Şemsiye Fonu","2,1921","11,4080","-","-0,6671","-","-","-"
"ZFZ","ZİRAAT PORTFÖY ANKARA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","0,7984","5,8546","23,3833","0,4885","-","-","-"
"ZP1","ZİRAAT PORTFÖY ANTALYA SERBEST (DÖVİZ) ÖZEL FON","Serbest Şemsiye Fonu","-","-","-","0,2938","-","-","-"
"ZP5","ZİRAAT PORTFÖY BAŞAK KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"ZP4","ZİRAAT PORTFÖY BAŞAK KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"ZBJ","ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","1,9048","5,5732","11,3835","0,1957","-","-","-"
